mode,encryption_time_sec,aggregation_time_sec,plain_bytes,protected_bytes,ciphertext_expansion,protocol_scope,active_clients,dropped_clients,max_abs_error_vs_plain,round,method,privacy_mode,mean_client_loss,dropout_rate_requested,seed
secureagg_sim,0.00046129999827826396,7.000002369750291e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,2.1549602380321886e-15,30,fedavg,secureagg_sim,0.3577834581426922,0.0,31
secureagg_sim,0.00045510000200010836,7.700000423938036e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,2.8449465006019636e-15,31,fedavg,secureagg_sim,0.3575233615054594,0.0,31
secureagg_sim,0.0004604999994626269,7.400005415547639e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,2.321060010856968e-15,32,fedavg,secureagg_sim,0.357278714984787,0.0,31
secureagg_sim,0.0004757999995490536,8.000002708286047e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,2.6831835364671264e-15,33,fedavg,secureagg_sim,0.3570481991915597,0.0,31
secureagg_sim,0.0005686000004061498,1.4700002793688327e-05,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,2.9134680779030475e-15,34,fedavg,secureagg_sim,0.3568306342465577,0.0,31
secureagg_sim,0.00047250000352505594,7.599999662488699e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,3.9406412161158144e-15,35,fedavg,secureagg_sim,0.35662496224760654,0.0,31
secureagg_sim,0.00046149999980116263,7.90000194683671e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,3.796008646306248e-15,36,fedavg,secureagg_sim,0.35643023228271453,0.0,31
secureagg_sim,0.0004622999986167997,7.90000194683671e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,3.1062392241709702e-15,37,fedavg,secureagg_sim,0.356245587571169,0.0,31
secureagg_sim,0.0004707000043708831,8.999995770864189e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,5.106592232406726e-15,38,fedavg,secureagg_sim,0.35607025439089773,0.0,31
secureagg_sim,0.0004782999967574142,7.499998901039362e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,2.1783790049578755e-15,39,fedavg,secureagg_sim,0.35590353251143264,0.0,31
secureagg_sim,0.0004935999968438409,8.100003469735384e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,2.7764249233008798e-15,40,fedavg,secureagg_sim,0.35574478690086064,0.0,31
quantized_transport_proxy,8.240000170189887e-05,2.3100001271814108e-05,1680,26880,16.0,quantized transport accounting proxy; not homomorphic encryption,10,0,0.0,1,fedavg,quantized_transport_proxy,0.4431948535820743,0.0,31
quantized_transport_proxy,7.400000322377309e-05,2.1399995603132993e-05,1680,26880,16.0,quantized transport accounting proxy; not homomorphic encryption,10,0,0.0,2,fedavg,quantized_transport_proxy,0.40785787165451487,0.0,31
quantized_transport_proxy,6.740000389982015e-05,1.8799997633323073e-05,1680,26880,16.0,quantized transport accounting proxy; not homomorphic encryption,10,0,0.0,3,fedavg,quantized_transport_proxy,0.39569614107038015,0.0,31
quantized_transport_proxy,6.72999958624132e-05,1.8999999156221747e-05,1680,26880,16.0,quantized transport accounting proxy; not homomorphic encryption,10,0,0.0,4,fedavg,quantized_transport_proxy,0.3889445032329558,0.0,31
quantized_transport_proxy,0.00010779999865917489,3.0199997127056122e-05,1680,26880,16.0,quantized transport accounting proxy; not homomorphic encryption,10,0,0.0,5,fedavg,quantized_transport_proxy,0.3842748076164182,0.0,31
quantized_transport_proxy,0.0001038999980664812,2.7900001441594213e-05,1680,26880,16.0,quantized transport accounting proxy; not homomorphic encryption,10,0,0.0,6,fedavg,quantized_transport_proxy,0.38067904134796243,0.0,31
quantized_transport_proxy,7.200000254670158e-05,2.1099993318784982e-05,1680,26880,16.0,quantized transport accounting proxy; not homomorphic encryption,10,0,0.0,7,fedavg,quantized_transport_proxy,0.37775815232887955,0.0,31
quantized_transport_proxy,6.880000000819564e-05,2.0499996026046574e-05,1680,26880,16.0,quantized transport accounting proxy; not homomorphic encryption,10,0,0.0,8,fedavg,quantized_transport_proxy,0.37531567931596627,0.0,31
quantized_transport_proxy,0.00012519999290816486,3.070000093430281e-05,1680,26880,16.0,quantized transport accounting proxy; not homomorphic encryption,10,0,0.0,9,fedavg,quantized_transport_proxy,0.37323643899911974,0.0,31
quantized_transport_proxy,0.00011950000043725595,3.7500001781154424e-05,1680,26880,16.0,quantized transport accounting proxy; not homomorphic encryption,10,0,0.0,10,fedavg,quantized_transport_proxy,0.37144402949183797,0.0,31
quantized_transport_proxy,0.00010459999612066895,3.070000093430281e-05,1680,26880,16.0,quantized transport accounting proxy; not homomorphic encryption,10,0,0.0,11,fedavg,quantized_transport_proxy,0.3698837272626253,0.0,31
quantized_transport_proxy,0.00011380000069038942,3.290000313427299e-05,1680,26880,16.0,quantized transport accounting proxy; not homomorphic encryption,10,0,0.0,12,fedavg,quantized_transport_proxy,0.36851440538505587,0.0,31
quantized_transport_proxy,0.000112599998828955,3.0499999411404133e-05,1680,26880,16.0,quantized transport accounting proxy; not homomorphic encryption,10,0,0.0,13,fedavg,quantized_transport_proxy,0.36730422956553077,0.0,31
quantized_transport_proxy,7.929999992484227e-05,2.3100001271814108e-05,1680,26880,16.0,quantized transport accounting proxy; not homomorphic encryption,10,0,0.0,14,fedavg,quantized_transport_proxy,0.3662280728469121,0.0,31
quantized_transport_proxy,7.03999976394698e-05,2.059999678749591e-05,1680,26880,16.0,quantized transport accounting proxy; not homomorphic encryption,10,0,0.0,15,fedavg,quantized_transport_proxy,0.3652657765539238,0.0,31
quantized_transport_proxy,7.48999955249019e-05,2.1899999410379678e-05,1680,26880,16.0,quantized transport accounting proxy; not homomorphic encryption,10,0,0.0,16,fedavg,quantized_transport_proxy,0.364400988235613,0.0,31
quantized_transport_proxy,7.280000136233866e-05,2.179999864893034e-05,1680,26880,16.0,quantized transport accounting proxy; not homomorphic encryption,10,0,0.0,17,fedavg,quantized_transport_proxy,0.3636202648752575,0.0,31
quantized_transport_proxy,7.069999992381781e-05,1.9599996448960155e-05,1680,26880,16.0,quantized transport accounting proxy; not homomorphic encryption,10,0,0.0,18,fedavg,quantized_transport_proxy,0.3629124707679444,0.0,31
quantized_transport_proxy,6.579999899258837e-05,1.889999839477241e-05,1680,26880,16.0,quantized transport accounting proxy; not homomorphic encryption,10,0,0.0,19,fedavg,quantized_transport_proxy,0.3622683137460652,0.0,31
quantized_transport_proxy,6.640000356128439e-05,1.8300001102034003e-05,1680,26880,16.0,quantized transport accounting proxy; not homomorphic encryption,10,0,0.0,20,fedavg,quantized_transport_proxy,0.36167998754956787,0.0,31
quantized_transport_proxy,6.70000008540228e-05,1.809999957913533e-05,1680,26880,16.0,quantized transport accounting proxy; not homomorphic encryption,10,0,0.0,21,fedavg,quantized_transport_proxy,0.36114086440759663,0.0,31
quantized_transport_proxy,0.00010440000187372789,2.7599999157246202e-05,1680,26880,16.0,quantized transport accounting proxy; not homomorphic encryption,10,0,0.0,22,fedavg,quantized_transport_proxy,0.3606452792423418,0.0,31
quantized_transport_proxy,0.00010180000390391797,2.769999991869554e-05,1680,26880,16.0,quantized transport accounting proxy; not homomorphic encryption,10,0,0.0,23,fedavg,quantized_transport_proxy,0.3601883909297062,0.0,31
