round,method,privacy_mode,mean_client_loss,mode,encryption_time_sec,aggregation_time_sec,plain_bytes,protected_bytes,ciphertext_expansion,seed
35,fedavg,plain,0.2884947806900749,plain,1.1488329619169235e-05,7.139192894101143e-05,1680,1680,1.0,31
36,fedavg,plain,0.28839042574186974,plain,1.2512784451246262e-05,6.90072774887085e-05,1680,1680,1.0,31
37,fedavg,plain,0.2882929387342738,plain,1.277681440114975e-05,6.874138489365578e-05,1680,1680,1.0,31
38,fedavg,plain,0.2882015945027546,plain,1.1574942618608475e-05,6.998563185334206e-05,1680,1680,1.0,31
39,fedavg,plain,0.2881157519313801,plain,1.2399628758430481e-05,6.777094677090645e-05,1680,1680,1.0,31
40,fedavg,plain,0.28803484349041103,plain,1.1784955859184265e-05,6.913067772984505e-05,1680,1680,1.0,31
1,fedprox,plain,0.40812775694617753,plain,1.3805925846099854e-05,7.448019459843636e-05,1680,1680,1.0,31
2,fedprox,plain,0.3614485381965572,plain,1.3547949492931366e-05,8.075591176748276e-05,1680,1680,1.0,31
3,fedprox,plain,0.34032372816010864,plain,1.2896023690700531e-05,7.471907883882523e-05,1680,1680,1.0,31
4,fedprox,plain,0.3279458285579894,plain,1.3255979865789413e-05,7.44163990020752e-05,1680,1680,1.0,31
5,fedprox,plain,0.3197577355712218,plain,1.2718606740236282e-05,7.535004988312721e-05,1680,1680,1.0,31
6,fedprox,plain,0.31394321002830866,plain,1.7778947949409485e-05,7.485086098313332e-05,1680,1680,1.0,31
7,fedprox,plain,0.30961217302378957,plain,1.3899989426136017e-05,7.375096902251244e-05,1680,1680,1.0,31
8,fedprox,plain,0.3062711368442702,plain,1.3873912394046783e-05,7.591815665364265e-05,1680,1680,1.0,31
9,fedprox,plain,0.3036233484405442,plain,1.3181939721107483e-05,7.604202255606651e-05,1680,1680,1.0,31
10,fedprox,plain,0.3014796301532456,plain,1.3901852071285248e-05,7.856311276555061e-05,1680,1680,1.0,31
11,fedprox,plain,0.29971381603045205,plain,1.1834781616926193e-05,7.354561239480972e-05,1680,1680,1.0,31
12,fedprox,plain,0.2982386108478031,plain,1.2408941984176636e-05,7.590698078274727e-05,1680,1680,1.0,31
13,fedprox,plain,0.29699170770429245,plain,1.2693926692008972e-05,7.543107494711876e-05,1680,1680,1.0,31
14,fedprox,plain,0.2959274251506667,plain,1.3740267604589462e-05,7.643410935997963e-05,1680,1680,1.0,31
15,fedprox,plain,0.2950114754099964,plain,1.3696029782295227e-05,7.56741501390934e-05,1680,1680,1.0,31
16,fedprox,plain,0.29421758547472704,plain,1.4192890375852585e-05,7.702875882387161e-05,1680,1680,1.0,31
17,fedprox,plain,0.29352525366461285,plain,1.3140030205249786e-05,7.714284583926201e-05,1680,1680,1.0,31
18,fedprox,plain,0.29291822301750525,plain,1.2862030416727066e-05,7.60536640882492e-05,1680,1680,1.0,31
19,fedprox,plain,0.2923834191269802,plain,1.2858770787715912e-05,7.85919837653637e-05,1680,1680,1.0,31
20,fedprox,plain,0.29191019593545714,plain,1.295376569032669e-05,7.769372314214706e-05,1680,1680,1.0,31
21,fedprox,plain,0.2914897900336515,plain,3.9989128708839417e-05,8.009327575564384e-05,1680,1680,1.0,31
22,fedprox,plain,0.2911149188657582,plain,1.878105103969574e-05,8.297804743051529e-05,1680,1680,1.0,31
23,fedprox,plain,0.29077948003663767,plain,1.3728160411119461e-05,7.581105455756187e-05,1680,1680,1.0,31
24,fedprox,plain,0.29047832284049335,plain,1.2519769370555878e-05,9.419070556759834e-05,1680,1680,1.0,31
25,fedprox,plain,0.29020707219506414,plain,1.416495069861412e-05,7.714284583926201e-05,1680,1680,1.0,31
26,fedprox,plain,0.2899619911700816,plain,1.3120006769895554e-05,0.00010590767487883568,1680,1680,1.0,31
27,fedprox,plain,0.28973987234071985,plain,1.3165175914764404e-05,7.419893518090248e-05,1680,1680,1.0,31
28,fedprox,plain,0.2895379509583397,plain,3.758212551474571e-05,7.690023630857468e-05,1680,1680,1.0,31
29,fedprox,plain,0.28935383484412597,plain,1.758197322487831e-05,7.740827277302742e-05,1680,1680,1.0,31
30,fedprox,plain,0.2891854472543967,plain,1.413002610206604e-05,7.547903805971146e-05,1680,1680,1.0,31
31,fedprox,plain,0.28903097992122995,plain,1.2008938938379288e-05,6.68470747768879e-05,1680,1680,1.0,31
32,fedprox,plain,0.2888888541590943,plain,1.7741229385137558e-05,8.731987327337265e-05,1680,1680,1.0,31
33,fedprox,plain,0.28875768842826066,plain,1.4849938452243805e-05,7.943203672766685e-05,1680,1680,1.0,31
34,fedprox,plain,0.2886362711139094,plain,1.2823846191167831e-05,7.521966472268105e-05,1680,1680,1.0,31
35,fedprox,plain,0.2885235375537991,plain,1.1319294571876526e-05,6.763916462659836e-05,1680,1680,1.0,31
36,fedprox,plain,0.28841855055339555,plain,1.0529998689889908e-05,6.342679262161255e-05,1680,1680,1.0,31
37,fedprox,plain,0.2883204837839147,plain,1.2330710887908936e-05,7.27982260286808e-05,1680,1680,1.0,31
38,fedprox,plain,0.28822860757886204,plain,1.091696321964264e-05,7.242755964398384e-05,1680,1680,1.0,31
39,fedprox,plain,0.2881422767377344,plain,1.2582633644342422e-05,6.612204015254974e-05,1680,1680,1.0,31
40,fedprox,plain,0.2880609200183256,plain,1.2497417628765106e-05,7.034372538328171e-05,1680,1680,1.0,31
1,fedavg,secureagg,0.40738221651526596,secureagg,1.2935139238834381e-05,7.221288979053497e-05,1680,3360,2.0,31
2,fedavg,secureagg,0.3610000462758334,secureagg,1.678895205259323e-05,8.466700091958046e-05,1680,3360,2.0,31
