method,modality,privacy_mode,roc_auc,pr_auc,fpr_at_95_recall,accuracy,precision,recall,tp,fp,tn,fn,n,client_id,seed
fedavg_heagg,multimodal,none,0.9973736422158465,0.997573936919216,0.0025906735751295338,0.9759679572763685,0.9649595687331537,0.9862258953168044,358,13,373,5,749,4,41
fedavg_heagg,multimodal,none,0.9974864130434783,0.9974986424808712,0.009316770186335404,0.9641744548286605,0.9406528189910979,0.990625,317,20,302,3,642,5,41
fedavg_heagg,multimodal,none,0.9928056128111622,0.9942312409705452,0.029649595687331536,0.9460847240051348,0.9103139013452914,0.9950980392156863,406,40,331,2,779,6,41
fedavg_heagg,multimodal,none,0.9950929198800341,0.9950196314257622,0.030848329048843187,0.9275549805950841,0.8727272727272727,1.0,384,56,333,0,773,7,41
fedavgft_plain,multimodal,none,0.9841890732265446,0.9859696663891323,0.08947368421052632,0.8863636363636364,0.8194130925507901,0.9864130434782609,363,80,300,5,748,0,41
fedavgft_plain,multimodal,none,0.9977344785841933,0.9978288330753189,0.004784688995215311,0.9795918367346939,0.9877450980392157,0.9710843373493976,403,5,413,12,833,1,41
fedavgft_plain,multimodal,none,0.9984979312826047,0.9983659016403781,0.008823529411764706,0.9805097451274363,0.961764705882353,1.0,327,13,327,0,667,2,41
fedavgft_plain,multimodal,none,0.9956088312641428,0.9958467700060734,0.015228426395939087,0.9245982694684796,0.875,0.9951807228915662,413,59,335,2,809,3,41
fedavgft_plain,multimodal,none,0.997330821165018,0.9975382502442612,0.0025906735751295338,0.9759679572763685,0.9649595687331537,0.9862258953168044,358,13,373,5,749,4,41
fedavgft_plain,multimodal,none,0.99746700310559,0.9974780161011803,0.009316770186335404,0.9641744548286605,0.9406528189910979,0.990625,317,20,302,3,642,5,41
fedavgft_plain,multimodal,none,0.9928056128111622,0.9942312409705452,0.029649595687331536,0.9460847240051348,0.9103139013452914,0.9950980392156863,406,40,331,2,779,6,41
fedavgft_plain,multimodal,none,0.9947715831191088,0.9947069222721938,0.033419023136246784,0.9366106080206986,0.8868360277136259,1.0,384,49,340,0,773,7,41
