method,modality,privacy_mode,roc_auc,pr_auc,fpr_at_95_recall,brier,ece_15,accuracy,precision,recall,tp,fp,tn,fn,n,client_id,seed
fedprox_plain,multimodal,none,0.8405797101449275,0.7758648746139789,0.4666666666666667,0.1785691753629896,0.184260078756369,0.7358490566037735,0.7647058823529411,0.5652173913043478,13,4,26,10,53,4,37
fedprox_plain,multimodal,none,0.9481621264173159,0.9534965243128963,0.30120481927710846,0.09064325715438729,0.037216745962442316,0.8815261044176707,0.905982905982906,0.8514056224899599,212,22,227,37,498,5,37
fedprox_plain,multimodal,none,0.9387179487179488,0.906494866840281,0.23931623931623933,0.0970602609004631,0.04652701673253956,0.8755760368663594,0.8686868686868687,0.86,86,13,104,14,217,6,37
fedprox_plain,multimodal,none,0.8961364293284517,0.9037696869831,0.5700934579439252,0.13255481059093743,0.0821011966955921,0.7843137254901961,0.8533333333333334,0.6597938144329897,64,11,96,33,204,7,37
fedprox_plain,multimodal,none,0.83399209486166,0.752171466129689,0.48484848484848486,0.19163988748108043,0.17901603759035342,0.7142857142857143,0.7692307692307693,0.43478260869565216,10,3,30,13,56,8,37
fedprox_plain,multimodal,none,0.9491341991341992,0.9561747863175676,0.2987012987012987,0.13024676436625235,0.15668699552522727,0.8074534161490683,0.9491525423728814,0.6666666666666666,56,3,74,28,161,9,37
fedavg_secureagg_sim,multimodal,none,0.9030812324929972,0.9190111789767355,0.4857142857142857,0.14902670986069635,0.12670278116896613,0.78125,0.9069767441860465,0.6554621848739496,78,8,97,41,224,0,37
fedavg_secureagg_sim,multimodal,none,0.9625,0.9733333333333333,0.25,0.10083063298267984,0.1463627689489183,0.8333333333333334,0.8888888888888888,0.8,8,1,7,2,18,1,37
fedavg_secureagg_sim,multimodal,none,0.9270833333333333,0.9618720227105105,0.4166666666666667,0.1690063083299761,0.2209064016298549,0.6666666666666666,0.9285714285714286,0.5416666666666666,13,1,11,11,36,2,37
fedavg_secureagg_sim,multimodal,none,0.9423507327990758,0.9470792525823697,0.30246913580246915,0.10425196260806482,0.08402485033915222,0.8468468468468469,0.9166666666666666,0.7719298245614035,132,12,150,39,333,3,37
fedavg_secureagg_sim,multimodal,none,0.8405797101449275,0.7758648746139789,0.4666666666666667,0.1785995700006008,0.18426073883679672,0.7358490566037735,0.7647058823529411,0.5652173913043478,13,4,26,10,53,4,37
fedavg_secureagg_sim,multimodal,none,0.948194383961549,0.9535537731822177,0.30120481927710846,0.09063410472343764,0.03717558332085792,0.8815261044176707,0.905982905982906,0.8514056224899599,212,22,227,37,498,5,37
fedavg_secureagg_sim,multimodal,none,0.9386324786324787,0.9064482728602232,0.23931623931623933,0.09707556552906331,0.046496310123570674,0.8755760368663594,0.8686868686868687,0.86,86,13,104,14,217,6,37
fedavg_secureagg_sim,multimodal,none,0.8961364293284517,0.9037696869831,0.5700934579439252,0.13255754576778783,0.08211534201253218,0.7843137254901961,0.8533333333333334,0.6597938144329897,64,11,96,33,204,7,37
fedavg_secureagg_sim,multimodal,none,0.83399209486166,0.752171466129689,0.48484848484848486,0.19165105907791505,0.17906713035734212,0.7142857142857143,0.7692307692307693,0.43478260869565216,10,3,30,13,56,8,37
fedavg_secureagg_sim,multimodal,none,0.9491341991341992,0.9561747863175676,0.2987012987012987,0.1302275873090739,0.1450428995781897,0.8074534161490683,0.9491525423728814,0.6666666666666666,56,3,74,28,161,9,37
fedavg_quantized_transport_proxy,multimodal,none,0.9030812324929972,0.9190111789767355,0.4857142857142857,0.14902671818602015,0.1267027867297972,0.78125,0.9069767441860465,0.6554621848739496,78,8,97,41,224,0,37
fedavg_quantized_transport_proxy,multimodal,none,0.9625,0.9733333333333333,0.25,0.10083064659064624,0.1463628055801208,0.8333333333333334,0.8888888888888888,0.8,8,1,7,2,18,1,37
fedavg_quantized_transport_proxy,multimodal,none,0.9270833333333333,0.9618720227105105,0.4166666666666667,0.16900632965690876,0.2209064327499299,0.6666666666666666,0.9285714285714286,0.5416666666666666,13,1,11,11,36,2,37
fedavg_quantized_transport_proxy,multimodal,none,0.9423507327990758,0.9470792525823697,0.30246913580246915,0.10425196119180534,0.08402486863793902,0.8468468468468469,0.9166666666666666,0.7719298245614035,132,12,150,39,333,3,37
fedavg_quantized_transport_proxy,multimodal,none,0.8405797101449275,0.7758648746139789,0.4666666666666667,0.1785995505231082,0.18426073805520055,0.7358490566037735,0.7647058823529411,0.5652173913043478,13,4,26,10,53,4,37
fedavg_quantized_transport_proxy,multimodal,none,0.948194383961549,0.9535537731822177,0.30120481927710846,0.09063410785285923,0.0371755953367237,0.8815261044176707,0.905982905982906,0.8514056224899599,212,22,227,37,498,5,37
